ytid,start,end,labels,cifar_class,cifar_label
kfn6eQFFfg0,20.0,30.0,"/m/015p6,/m/020bb7,/m/025rv6n,/m/07pggtn,/m/07qwf61,/m/0dbvp",bird,2
l4ZGhLhhoHw,13.0,23.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv",bird,2
l8wsUOakfFM,130.0,140.0,"/m/015p6,/m/03fwl,/m/07bgp,/m/0ch8v,/m/0jbk",bird,2
lm_K_5nwhCk,440.0,450.0,"/m/015p6,/m/05zppz,/m/068hy,/m/09x0r",bird,2
m-Hl77LCkWw,30.0,40.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv",bird,2
m1yOTcjRjcM,11.0,21.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv",bird,2
mL3GCt-X9Nk,30.0,40.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv",bird,2
mOCrTCUuPR8,20.0,30.0,"/m/015p6,/m/09x0r,/t/dd00013",bird,2
mV3SLqlHCI0,180.0,190.0,"/m/015p6,/m/07sx8x_",bird,2
n1IVntUseL4,190.0,200.0,"/m/015p6,/m/020bb7,/m/07pggtn,/m/07r_25d,/m/0h0rv",bird,2
nRzegL8_k7U,0.0,10.0,"/m/015p6,/m/020bb7,/m/025rv6n,/m/07pggtn",bird,2
ng2I7GnYkRA,220.0,230.0,"/m/015p6,/m/020bb7,/m/07pggtn",bird,2
nv0TV4MOvxE,470.0,480.0,"/m/015p6,/m/07pggtn,/m/07sx8x_,/t/dd00129",bird,2
nwZC-m2SrUc,30.0,40.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv",bird,2
od7-KBOwqAA,190.0,200.0,"/m/015p6,/m/020bb7,/m/07pggtn,/m/07r_25d,/m/0h0rv",bird,2
oiX9Q3Lm4jg,30.0,40.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv",bird,2
pEnzIOeXAzI,150.0,160.0,"/m/015p6,/m/020bb7,/m/07pggtn",bird,2
pQk4a5fJrBc,30.0,40.0,"/m/015p6,/m/020bb7,/m/07pggtn",bird,2
p_f9eTjcNW4,460.0,470.0,"/m/015p6,/m/020bb7,/m/07pggtn",bird,2
pjibJEFb2H4,60.0,70.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv",bird,2
pmPYHx5uLOo,50.0,60.0,"/m/015p6,/m/068hy,/m/07sx8x_,/m/09x0r,/m/0jbk",bird,2
q1SEXCVrPcc,250.0,260.0,"/m/015p6,/m/06_y0by",bird,2
qGEYSFq8VY4,290.0,300.0,"/m/015p6,/m/09ddx,/m/0dbvp",bird,2
qVfIADlOBvA,30.0,40.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv",bird,2
rL4Z9d9oObY,30.0,40.0,"/m/015p6,/m/020bb7,/m/07pggtn",bird,2
rfmZO9W4y-c,520.0,530.0,"/m/015p6,/m/020bb7,/m/07pggtn,/m/07r_25d,/m/0h0rv",bird,2
roN_B9VVH0w,90.0,100.0,"/m/015p6,/m/09b5t,/m/09ddx,/m/09x0r,/m/0jbk",bird,2
sAbeKEHArvw,30.0,40.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv",bird,2
svhc8qxCigE,0.0,10.0,"/m/015p6,/m/06_y0by",bird,2
tM5eEL9a7Ws,30.0,40.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv",bird,2
u5-RtISysVg,30.0,40.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv",bird,2
uQ_8yeZanss,350.0,360.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv",bird,2
uRZKIy-a39Q,100.0,110.0,"/m/015p6,/m/04s8yn",bird,2
vkH5e8Hczxo,110.0,120.0,"/m/015p6,/m/06_y0by,/m/09t49",bird,2
w9EaZnTnqjc,30.0,40.0,"/m/015p6,/m/020bb7,/m/07pggtn,/m/07r_25d,/m/0h0rv",bird,2
wM3XMwh88wE,100.0,110.0,"/m/015p6,/m/09ddx",bird,2
xIY4UbYa8K8,270.0,280.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv",bird,2
xb_cRKUoACM,30.0,40.0,"/m/015p6,/m/020bb7,/m/05_wcq,/m/07r_25d,/m/0h0rv",bird,2
xfdv5FQOJfU,30.0,40.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv",bird,2
xi4z5O0VUFU,30.0,40.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv",bird,2
y63vbjQjajs,110.0,120.0,"/m/015p6,/m/020bb7,/m/05_wcq,/m/07pggtn,/m/07r_25d,/m/0h0rv",bird,2
ycXARBCdxBg,160.0,170.0,"/m/015p6,/m/020bb7,/m/07pggtn",bird,2
zD9d1ra-8wM,20.0,30.0,"/m/015p6,/m/09ddx",bird,2
-116CjQ3MAg,160.0,170.0,"/m/015p6,/m/0chx_,/t/dd00128",bird,2
-XilaFMUwng,50.0,60.0,"/m/015p6,/m/04s8yn",bird,2
-qS77R0Y1K8,30.0,40.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv",bird,2
0CTgEP0SIVg,10.0,20.0,"/m/015p6,/m/020bb7,/m/03vt0,/m/07pggtn,/m/09xqv",bird,2
0CbBZ-XeZNU,250.0,260.0,"/m/015p6,/m/06_y0by,/m/0j6m2",bird,2
0pYpyy1VXdM,80.0,90.0,"/m/015p6,/m/07sx8x_,/m/09x0r,/m/0ytgt,/t/dd00129",bird,2
0x9TnOQ5Nhw,20.0,30.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv",bird,2
12T-9dLEbY8,20.0,30.0,"/m/015p6,/m/07sx8x_,/m/09ddx",bird,2
17L2VkXtcQ0,30.0,40.0,"/m/015p6,/m/020bb7,/m/025rv6n,/m/07qn5dc,/m/09b5t",bird,2
1ETrMAVZdY8,30.0,40.0,"/m/015p6,/m/020bb7,/m/07pggtn,/m/07r_25d,/m/0h0rv",bird,2
1Uj_ulATth0,360.0,370.0,"/m/015p6,/m/020bb7,/m/07pggtn,/m/0j2kx",bird,2
1Xmw9VUzvLY,150.0,160.0,"/m/015p6,/m/01b_21",bird,2
1YxcifClvo0,16.0,26.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv",bird,2
1dH-lZ8TNLU,10.0,20.0,"/m/015p6,/m/01rd7k,/m/020bb7,/m/025rv6n,/m/07svc2k",bird,2
1sdKPEwPtrg,200.0,210.0,"/m/015p6,/m/04s8yn",bird,2
2BR2Ivk_EFA,21.0,31.0,"/m/015p6,/m/020bb7,/m/07r_80w,/m/09d5_",bird,2
2XFrBXTnNY8,80.0,90.0,"/m/015p6,/m/04s8yn,/m/05tny_,/m/068hy,/m/0jbk",bird,2
30kPsWBW45w,20.0,30.0,"/m/015p6,/m/07sx8x_,/m/09b5t,/m/0ch8v",bird,2
3EHq6q_zHjE,130.0,140.0,"/m/015p6,/m/06_y0by",bird,2
3NGZcpAZcl0,30.0,40.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv",bird,2
492jB4DXETM,240.0,250.0,"/m/015p6,/m/020bb7,/m/03vt0,/m/07pggtn,/m/09xqv",bird,2
4NBN36NCT-8,30.0,40.0,"/m/015p6,/m/01rd7k,/m/020bb7,/m/025rv6n,/m/07pggtn,/m/07svc2k",bird,2
4k74Cvw2rLU,160.0,170.0,"/m/015p6,/m/068hy,/m/07sx8x_",bird,2
4qaiLMEce6Y,25.0,35.0,"/m/015p6,/m/020bb7,/m/07pggtn,/m/07r_25d,/m/0h0rv",bird,2
5DmXE3NTxRQ,130.0,140.0,"/m/015p6,/m/04s8yn",bird,2
5tyZiD0-8z4,320.0,330.0,"/m/015p6,/m/020bb7,/m/03l9g,/m/07pggtn",bird,2
67GZuUxV27w,30.0,40.0,"/m/015p6,/m/020bb7,/m/025rv6n,/m/07pggtn,/m/07qn5dc,/m/09b5t,/m/0ch8v",bird,2
6IHkgMUVMnQ,26.0,36.0,"/m/015p6,/m/020bb7,/m/07r_80w,/m/09d5_",bird,2
-6x2PtSRfJU,30.0,40.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/09x0r",cat,3
-By_0iIghuE,30.0,40.0,"/m/01yrx,/m/068hy,/m/07r81j2,/m/0jbk",cat,3
-N_vl1d7TFA,30.0,40.0,"/m/01yrx,/m/02yds9,/m/04rlf,/m/068hy,/m/0jbk",cat,3
-efgThyiXWI,25.0,35.0,"/m/01yrx,/m/04rlf,/m/068hy,/m/07r81j2,/m/09x0r,/m/0jbk",cat,3
-j3aoa1bEyA,9.0,19.0,"/m/01yrx,/m/068hy,/m/07r81j2,/m/0jbk",cat,3
-kt1BF31gIY,0.0,5.0,"/m/01yrx,/m/02yds9,/m/0jbk",cat,3
-oxF9jhY94s,1.0,11.0,"/m/01yrx,/m/068hy,/m/07r81j2",cat,3
-r1H8hBeYmw,21.0,31.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/0jbk",cat,3
-urYwYLrcMA,30.0,40.0,"/m/01yrx,/m/068hy,/m/07r81j2,/m/0jbk",cat,3
-ysNtKG8FlU,30.0,40.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/0jbk",cat,3
0NyrNJAXrIo,30.0,40.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/0jbk",cat,3
0SEHGxAQL18,30.0,40.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/09x0r,/m/0jbk",cat,3
0_utuoBWKmo,17.0,27.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/09x0r,/m/0jbk",cat,3
0f2A-lZYAnw,30.0,40.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/0jbk",cat,3
0h6dpegN0f4,30.0,40.0,"/m/01yrx,/m/068hy,/m/07r81j2,/m/09x0r,/m/0jbk",cat,3
0jFN112eGVQ,21.0,31.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/09x0r,/m/0jbk",cat,3
0pJwADdUrRo,30.0,40.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/0jbk",cat,3
0qbp0OtOvl4,30.0,40.0,"/m/01yrx,/m/068hy,/m/07r81j2,/m/0jbk",cat,3
1G3TdBrW7ys,30.0,40.0,"/m/01yrx,/m/04rlf,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/09x0r,/m/0jbk",cat,3
1HPYHsdLYCQ,28.0,38.0,"/m/01yrx,/m/068hy,/m/07r81j2,/m/09x0r,/m/0jbk",cat,3
1Oy7Yha8LOg,30.0,40.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/0jbk",cat,3
1bOukvpECmU,30.0,40.0,"/m/01yrx,/m/07r81j2,/m/09x0r,/m/0jbk",cat,3
1lBl4WXrFxE,30.0,40.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/09x0r,/m/0jbk",cat,3
29x5I94EBMQ,0.0,9.0,"/m/01yrx,/m/04rlf,/m/068hy,/m/07r81j2,/m/0jbk",cat,3
2ABMFZVQ9jI,570.0,580.0,"/m/01yrx,/m/02yds9,/m/068hy,/m/0jbk",cat,3
2Cu_AdrrMks,30.0,40.0,"/m/01yrx,/m/02yds9,/m/068hy,/m/0jbk",cat,3
2HlCRjjDhIA,20.0,30.0,"/m/01yrx,/m/068hy,/m/07r81j2,/m/0jbk",cat,3
2qJ-efHMACE,30.0,40.0,"/m/01yrx,/m/068hy,/m/07r81j2,/m/09x0r,/m/0jbk",cat,3
30UUl_YYwpk,30.0,40.0,"/m/01yrx,/m/068hy,/m/07r81j2,/m/09x0r,/m/0jbk",cat,3
33_enN0Bsfs,440.0,450.0,"/m/01yrx,/m/068hy,/m/07pqc89,/m/09x0r,/m/0jbk",cat,3
3HaqTs1_Exg,30.0,40.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/0jbk",cat,3
3hqBv_pF_dw,30.0,40.0,"/m/01yrx,/m/068hy,/m/07r81j2,/m/09x0r,/m/0jbk",cat,3
3rmsgqvn-7g,10.0,20.0,"/m/01yrx,/m/04rlf,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/0jbk",cat,3
4MZrJBy7i-I,10.0,20.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/0jbk",cat,3
58yb7qX_pv8,30.0,40.0,"/m/01yrx,/m/04rlf,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/09x0r,/m/0jbk",cat,3
5B7j5DIqBJA,30.0,40.0,"/m/01yrx,/m/04rlf,/m/068hy,/m/07qrkrw,/m/0jbk",cat,3
5F7MMaPJqMc,0.0,5.0,"/m/01yrx,/m/068hy,/m/07r81j2,/m/09x0r,/m/0jbk",cat,3
5KWTAq3GkfA,6.0,16.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/0jbk",cat,3
5Nmimj-Gycc,30.0,40.0,"/m/01yrx,/m/04rlf,/m/068hy,/m/07r81j2,/m/0jbk",cat,3
5atdlBjDap0,30.0,40.0,"/m/01yrx,/m/068hy,/m/07r81j2,/m/0jbk",cat,3
5lNTPOv9fSE,510.0,520.0,"/m/01yrx,/m/068hy,/m/07pdhp0,/m/0jbk,/t/dd00125",cat,3
5wjiU7kz9rM,30.0,40.0,"/m/01yrx,/m/068hy,/m/07r81j2,/m/09x0r,/m/0jbk",cat,3
6c-5b9sj35o,30.0,40.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/0jbk",cat,3
6se-2qAjyO4,40.0,50.0,"/m/01yrx,/m/02yds9,/m/068hy,/m/0jbk",cat,3
6u14wxqIlZ4,30.0,40.0,"/m/01yrx,/m/04rlf,/m/07qrkrw,/m/0jbk",cat,3
6wg3GJZk7Q0,30.0,40.0,"/m/01yrx,/m/04rlf,/m/068hy,/m/07qrkrw,/m/0jbk",cat,3
7F01MogWvhQ,30.0,40.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/09x0r,/m/0jbk",cat,3
7N2q1XkFuqY,21.0,31.0,"/m/01yrx,/m/04rlf,/m/068hy,/m/07qrkrw,/m/09x0r,/m/0jbk",cat,3
7WoFyN1R-1g,12.0,22.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/09x0r,/m/0jbk",cat,3
7fAxjx6m_Ak,10.0,20.0,"/m/01yrx,/m/068hy,/m/07r81j2,/m/0jbk",cat,3
7iyRkyHjsTE,30.0,40.0,"/m/01yrx,/m/04rlf,/m/068hy,/m/07r81j2,/m/09x0r,/m/0jbk",cat,3
7m6w6NH5RaY,30.0,40.0,"/m/01yrx,/m/068hy,/m/07r81j2,/m/09x0r,/m/0jbk",cat,3
81xMhkd8lCI,40.0,50.0,"/m/01yrx,/m/02yds9,/m/068hy,/m/0jbk",cat,3
82EHZ4_pTps,30.0,40.0,"/m/01yrx,/m/04rlf,/m/068hy,/m/07qrkrw,/m/09x0r,/m/0jbk",cat,3
8MX03zX_ubE,30.0,40.0,"/m/01yrx,/m/04rlf,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/09x0r,/m/0jbk",cat,3
BFWN_OXjYM0,17.0,27.0,"/m/01yrx,/m/02yds9,/m/068hy,/m/0jbk",cat,3
BGkXV9_wf9g,30.0,40.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/09x0r,/m/0jbk",cat,3
BYdB-oFZUZM,10.0,20.0,"/m/01yrx,/m/068hy,/m/07r81j2,/m/0jbk",cat,3
CxNgd-mdl1A,30.0,40.0,"/m/01yrx,/m/02yds9,/m/068hy,/m/0jbk",cat,3
DOOUC0UPOKA,50.0,60.0,"/m/01yrx,/m/068hy,/m/07pzfmf,/m/09x0r",cat,3
FWb73pA7Xu4,10.0,20.0,"/m/01yrx,/m/04cvmfc,/m/0cdnk,/m/0jbk",cat,3
HJFlxLJSX8E,30.0,40.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/0jbk",cat,3
IMDBu-_mRks,30.0,40.0,"/m/01yrx,/m/04rlf,/m/068hy,/m/07qrkrw,/m/09x0r",cat,3
IOzFIWgL_IQ,60.0,70.0,"/m/01yrx,/m/068hy,/m/07qz6j3,/m/07r81j2,/m/09x0r,/m/0jbk,/t/dd00125",cat,3
JqRCZKXNXwY,30.0,40.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/0jbk",cat,3
KVyTY6NAXL8,30.0,40.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/09x0r,/m/0jbk",cat,3
L6dzsJXYPGI,220.0,230.0,"/m/01yrx,/m/02yds9,/m/068hy,/m/09x0r,/m/0jbk",cat,3
M8L7MYwiba0,70.0,80.0,"/m/01yrx,/m/068hy,/m/0jbk,/m/0lyf6",cat,3
MLIqLt475Bw,30.0,40.0,"/m/01yrx,/m/02yds9,/m/068hy,/m/0jbk",cat,3
N05DQOiWvdM,30.0,40.0,"/m/01yrx,/m/02yds9,/m/068hy,/m/0jbk",cat,3
ND8dCH4e4w4,30.0,40.0,"/m/01yrx,/m/068hy,/m/07r81j2,/m/0jbk",cat,3
Nd59zdocNuI,30.0,40.0,"/m/01yrx,/m/068hy,/m/07r81j2,/m/0jbk",cat,3
OX5NXg4JMVs,10.0,20.0,"/m/01d3sd,/m/01yrx,/m/068hy,/m/0jbk",cat,3
PFCtfHCJ5Ug,30.0,40.0,"/m/01yrx,/m/02yds9",cat,3
PrcZfyxcmwo,30.0,40.0,"/m/01yrx,/m/02yds9,/m/068hy,/m/09x0r,/m/0jbk",cat,3
Qt1aCUq51ns,30.0,40.0,"/m/01yrx,/m/04rlf,/m/068hy,/m/07qrkrw,/m/09x0r,/m/0jbk",cat,3
Rnd7f2AGGuI,30.0,40.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/09x0r,/m/0jbk",cat,3
SY9Qr44WBgs,30.0,40.0,"/m/01yrx,/m/02yds9,/m/0jbk",cat,3
Svpu2VIggu8,20.0,30.0,"/m/01yrx,/m/02yds9,/m/068hy,/m/0jbk",cat,3
TKtNAJa-mbQ,11.0,21.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/09x0r,/m/0jbk",cat,3
Txqa24Bxrs0,70.0,80.0,"/m/01yrx,/m/02yds9,/m/068hy,/m/0jbk",cat,3
VFxUtvYFRJg,30.0,40.0,"/m/01yrx,/m/03q5t,/m/04rlf,/m/068hy,/m/07qrkrw",cat,3
VSvRlhu1rb4,30.0,40.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/09x0r,/m/0jbk",cat,3
VUpMaG2xKUw,30.0,40.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/09x0r,/m/0jbk",cat,3
VtBEfo3W1JY,30.0,40.0,"/m/01yrx,/m/02yds9,/m/04rlf,/m/068hy,/m/09x0r,/m/0jbk",cat,3
XNJhMEOpYdE,30.0,40.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/09x0r,/m/0jbk",cat,3
Yamxf-UkucM,21.0,31.0,"/m/01yrx,/m/068hy,/m/07qrkrw",cat,3
_Hy1qLguDbs,120.0,130.0,"/m/01yrx,/m/068hy,/m/07r81j2,/m/09x0r,/m/0jbk",cat,3
_WLSxaduG4Q,30.0,40.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/09x0r,/m/0jbk",cat,3
_aTI-fEpD9Y,50.0,60.0,"/m/01yrx,/m/068hy,/m/07c52,/m/07r81j2,/m/09x0r,/t/dd00125",cat,3
ab9jVHTUQsQ,19.0,29.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/0jbk",cat,3
aed5GPVfOy4,40.0,50.0,"/m/01yrx,/m/02yds9,/m/068hy,/m/09x0r,/m/0jbk",cat,3
b9MBTI2EBhU,30.0,40.0,"/m/01yrx,/m/02yds9,/m/068hy,/m/0jbk",cat,3
crUcuDJKePU,26.0,36.0,"/m/01hnzm,/m/01yrx,/m/04rlf,/m/07qrkrw",cat,3
dR4uLl-pi2A,17.0,27.0,"/m/01yrx,/m/068hy,/m/07r81j2",cat,3
ekntD-DM2sU,70.0,80.0,"/m/01yrx,/m/03cczk,/m/068hy,/m/07pdhp0,/m/0jbk,/t/dd00125",cat,3
gYD1y9sEgRc,10.0,20.0,"/m/01yrx,/m/02yds9,/m/068hy,/m/09x0r,/m/0jbk,/t/dd00125",cat,3
g_9mA0RQp7U,30.0,40.0,"/m/01yrx,/m/068hy,/m/07mzm6,/m/0jbk",cat,3
ggwKZh6TsNU,30.0,40.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/09x0r,/m/0jbk",cat,3
hMfG7Or1XSw,30.0,40.0,"/m/01yrx,/m/02yds9",cat,3
jF_iSssgFr0,10.0,20.0,"/m/01yrx,/m/068hy,/m/07r81j2,/m/09x0r,/m/0jbk,/t/dd00125,/t/dd00129",cat,3
je4kHkKWAIE,30.0,40.0,"/m/01yrx,/m/02yds9,/m/068hy,/m/0jbk",cat,3
lUP2iPc4i3Q,10.0,20.0,"/m/01yrx,/m/03lty,/m/04rlf,/m/068hy,/m/07qrkrw,/m/07r81j2,/t/dd00003",cat,3
lWYgNQCQqIA,10.0,20.0,"/m/01yrx,/m/02yds9,/m/068hy,/m/0jbk,/t/dd00125",cat,3
mGD6gamyX5A,0.0,10.0,"/m/01yrx,/m/068hy,/m/07mzm6,/m/09x0r,/m/0jbk",cat,3
mTywScWhTxI,120.0,130.0,"/m/01yrx,/m/02yds9,/m/068hy,/m/0jbk",cat,3
mb9wdN5X1Lc,20.0,30.0,"/m/01yrx,/m/02yds9,/m/068hy,/m/0jbk",cat,3
niJg7Q1XLyU,50.0,60.0,"/m/01yrx,/m/068hy,/m/0ghcn6,/m/0jbk",cat,3
o7jBSQRJzuQ,30.0,40.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/0jbk",cat,3
pNhESKKiEDI,30.0,40.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/09x0r,/m/0jbk",cat,3
pgHi5d1Kf2c,30.0,40.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/0jbk",cat,3
poz8FFcAmNY,0.0,10.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/09x0r",cat,3
qlYhPNw7OiU,30.0,40.0,"/m/01yrx,/m/04rlf,/m/068hy,/m/07r81j2,/m/09x0r,/m/0jbk",cat,3
uURotjIxBXY,50.0,60.0,"/m/01yrx,/m/068hy,/m/07r81j2,/m/0jbk",cat,3
uWQI5DCKVdU,30.0,40.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/0jbk",cat,3
ui8tOIpmVwI,29.0,39.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/09x0r,/m/0jbk",cat,3
uy-U2xwM2WY,30.0,40.0,"/m/01yrx,/m/01z5f,/m/068hy,/m/07r81j2,/m/09x0r,/m/0bt9lr,/m/0jbk,/t/dd00125",cat,3
w74S086g_q0,40.0,50.0,"/m/01yrx,/m/068hy,/m/07r81j2,/m/0jbk",cat,3
wEmEkLQDl0U,0.0,9.0,"/m/01yrx,/m/07qrkrw,/m/0jbk",cat,3
wrnmyNXO0-w,11.0,21.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/09x0r",cat,3
yNOqplHBOfw,20.0,30.0,"/m/01yrx,/m/02yds9,/m/068hy,/m/0jbk",cat,3
z_0jJiM7nyU,60.0,70.0,"/m/01yrx,/m/02yds9,/m/068hy,/m/0jbk",cat,3
-9byM5-ih2M,0.0,10.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r_k2n,/m/07rc7d9,/m/09x0r,/m/0bt9lr,/m/0jbk,/t/dd00136",cat,3
-ZJqu_4zLMc,30.0,40.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/09x0r,/m/0jbk",cat,3
-gSfPQqi6nI,30.0,40.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/0jbk",cat,3
-uGHAvfqs2I,30.0,40.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/0jbk",cat,3
-vZ-_4oFCzs,17.0,27.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/0jbk",cat,3
-zCtwbk005g,30.0,40.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2",cat,3
01SaXyGY5SM,30.0,40.0,"/m/01yrx,/m/068hy,/m/07r81j2,/m/09x0r,/m/0jbk",cat,3
17WW_p1N7BQ,30.0,40.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/09x0r,/m/0jbk",cat,3
18HRNQyo9mg,25.0,35.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/09x0r,/m/0jbk",cat,3
2I0ns0crmrA,6.0,16.0,"/m/01yrx,/m/068hy,/m/07r81j2,/m/0jbk",cat,3
2IEoe3YvCJo,20.0,30.0,"/m/01yrx,/m/04rlf,/m/068hy,/m/07r81j2,/m/09x0r,/m/0jbk",cat,3
2REf8hLLYMw,30.0,40.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/09x0r,/m/0jbk",cat,3
2Ssh4YWMroo,30.0,40.0,"/m/01yrx,/m/068hy,/m/07r81j2,/m/0jbk",cat,3
2eYaXTKSpMI,4.0,14.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/0jbk",cat,3
2gvw16YDwMA,30.0,40.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/0jbk",cat,3
2jKheXvnT6o,30.0,40.0,"/m/01yrx,/m/02yds9,/m/09x0r",cat,3
2tXE7snh6Ak,30.0,40.0,"/m/01j3sz,/m/01yrx,/m/068hy,/m/07qrkrw,/m/07s04w4,/m/09x0r",cat,3
2yX9079mMB4,3.0,13.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/09x0r,/m/0jbk",cat,3
39IZIbmQPzA,40.0,50.0,"/m/01b_21,/m/01yrx,/m/068hy,/m/09x0r,/m/0jbk,/m/0lyf6",cat,3
39rXWSXGOyo,80.0,90.0,"/m/01yrx,/m/02yds9,/m/068hy,/m/07qrkrw,/m/0jbk",cat,3
3LtXT2KVI-c,30.0,40.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/0jbk",cat,3
446etGsnI_E,30.0,40.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/09x0r,/m/0jbk",cat,3
46t-4NFQ9_w,2.0,12.0,"/m/01yrx,/m/04rlf,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/09x0r,/m/0jbk",cat,3
4isFtP23Sh0,30.0,40.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/0jbk",cat,3
55l9j-CggDQ,30.0,40.0,"/m/01yrx,/m/068hy,/m/07pqn27,/m/07qrkrw,/m/07r81j2,/m/09x0r,/m/0jbk",cat,3
5tM4bPM6E_w,70.0,80.0,"/m/01yrx,/m/02yds9,/m/04rlf,/m/068hy,/m/09x0r,/m/0jbk",cat,3
5tt23l-wcjA,17.0,27.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/09x0r,/m/0jbk",cat,3
63Qy15I3QGE,30.0,40.0,"/m/01yrx,/m/02yds9",cat,3
6FUmapkqPn0,80.0,90.0,"/m/01yrx,/m/068hy,/m/07r81j2,/m/0jbk",cat,3
6Kn4bXCPvaA,30.0,40.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/0jbk",cat,3
